Property_ID,City,Locality,Property_Type,Bedrooms,Bathrooms,Area_sqft,Price,Property_Age,Furnishing,Parking,Sale_Status,Sale_Date,Price_per_sqft,Property_Age_Group
P100211,Delhi,West,Apartment,3,1,791,24110017.0,24,Unfurnished,No,Available,,30480.426042983567,20+ Years
P100212,Bangalore,South,Apartment,1,2,2588,30162677.0,5,Unfurnished,Yes,Sold,2021-01-27,11654.821097372489,0-5 Years
P100213,Kolkata,Central,Apartment,5,3,568,25491740.0,15,Furnished,Yes,Available,,44879.82394366197,11-20 Years
P100214,Pune,North,Studio,3,3,3488,30545350.0,0,Furnished,No,Sold,2024-02-04,8757.267775229358,0-5 Years
P100215,Mumbai,Central,Studio,3,3,2452,43849328.0,18,Furnished,No,Available,,17883.086460032628,11-20 Years
P100216,Kolkata,North,Builder Floor,4,3,3608,26609639.0,19,Furnished,Yes,Sold,2021-03-16,7375.177106430156,11-20 Years
P100217,Chennai,North,Villa,5,2,1018,13567605.0,15,Semi-Furnished,No,Available,,13327.706286836936,11-20 Years
P100218,Mumbai,South,Villa,5,2,1585,4957080.0,9,Semi-Furnished,No,Sold,2022-03-29,3127.4952681388013,6-10 Years
P100219,Mumbai,West,Studio,3,3,1168,3322236.0,13,Semi-Furnished,No,Sold,2023-03-07,2844.3801369863013,11-20 Years
P100220,Mumbai,Central,Studio,1,1,3127,38236871.0,17,Furnished,No,Sold,2021-07-07,12227.972817396865,11-20 Years
P100221,Delhi,West,Apartment,4,3,2910,7671007.0,12,Unfurnished,Yes,Available,,2636.084879725086,11-20 Years
P100222,Chennai,East,Studio,1,3,3909,8264714.0,12,Furnished,No,Sold,2024-04-06,2114.278332054234,11-20 Years
P100223,Mumbai,South,Apartment,3,2,3853,42454647.0,14,Unfurnished,No,Sold,2023-01-05,11018.59512068518,11-20 Years
P100224,Pune,South,Studio,5,3,781,6480806.0,3,Unfurnished,Yes,Sold,2022-08-31,8298.087067861716,0-5 Years
P100225,Hyderabad,East,Villa,5,2,881,9820022.0,17,Semi-Furnished,Yes,Sold,2024-01-05,11146.449489216799,11-20 Years
P100226,Mumbai,Central,Builder Floor,1,4,3826,35553251.0,14,Semi-Furnished,No,Sold,2022-11-09,9292.538159958181,11-20 Years
P100227,Delhi,East,Studio,2,2,1668,40560053.0,5,Furnished,Yes,Sold,2023-02-18,24316.578537170262,0-5 Years
P100228,Kolkata,Central,Apartment,3,3,1024,43515081.0,9,Furnished,Yes,Sold,2021-08-14,42495.1962890625,6-10 Years
P100229,Chennai,North,Builder Floor,5,1,2113,30398213.0,14,Unfurnished,Yes,Sold,2022-09-02,14386.281590156175,11-20 Years
P100230,Delhi,South,Apartment,2,2,2923,4618110.0,24,Unfurnished,Yes,Sold,2021-09-12,1579.9213137187821,20+ Years
P100231,Mumbai,Central,Apartment,5,2,2912,41455134.0,0,Semi-Furnished,No,Available,,14235.966346153846,0-5 Years
P100232,Chennai,West,Builder Floor,5,2,3661,43279545.0,4,Unfurnished,Yes,Sold,2021-10-03,11821.782299918055,0-5 Years
P100233,Hyderabad,West,Builder Floor,2,3,893,3826871.0,8,Unfurnished,No,Sold,2021-07-05,4285.409854423292,6-10 Years
P100234,Mumbai,South,Builder Floor,1,3,1946,16700935.0,22,Furnished,Yes,Available,,8582.186536485098,20+ Years
P100235,Delhi,East,Studio,3,2,2982,6627408.0,13,Furnished,Yes,Available,,2222.470824949698,11-20 Years
P100236,Bangalore,East,Builder Floor,2,1,3078,30572090.0,10,Unfurnished,Yes,Sold,2022-10-30,9932.45289148798,6-10 Years
P100237,Pune,Central,Studio,2,3,681,23189500.0,5,Unfurnished,Yes,Sold,2024-02-06,34052.12922173274,0-5 Years
P100238,Kolkata,East,Villa,5,1,1230,4065617.0,15,Unfurnished,Yes,Sold,2022-06-15,3305.379674796748,11-20 Years
P100239,Delhi,South,Villa,2,4,829,37866364.0,22,Furnished,No,Sold,2024-12-28,45677.15802171291,20+ Years
P100240,Chennai,Central,Apartment,3,1,3028,18429357.0,8,Furnished,No,Available,,6086.313408190224,6-10 Years
P100241,Mumbai,North,Apartment,1,3,1257,29810659.0,2,Semi-Furnished,Yes,Available,,23715.719172633253,0-5 Years
P100242,Pune,East,Studio,1,2,652,44543902.0,7,Semi-Furnished,No,Sold,2023-11-27,68318.86809815951,6-10 Years
P100243,Mumbai,East,Apartment,1,4,962,18375094.0,16,Semi-Furnished,No,Sold,2021-04-10,19100.929313929315,11-20 Years
P100244,Chennai,Central,Villa,3,1,1466,3751653.0,21,Semi-Furnished,No,Available,,2559.1084583901775,20+ Years
P100245,Mumbai,West,Studio,5,2,3953,36645774.0,8,Furnished,No,Available,,9270.370351631673,6-10 Years
P100246,Bangalore,East,Studio,3,4,3612,3879517.0,16,Semi-Furnished,Yes,Available,,1074.063399778516,11-20 Years
P100247,Pune,South,Builder Floor,2,1,1934,25730677.0,4,Furnished,No,Sold,2022-08-13,13304.383143743536,0-5 Years
P100248,Pune,East,Studio,4,2,936,24982394.0,23,Furnished,Yes,Available,,26690.59188034188,20+ Years
P100249,Chennai,North,Apartment,4,4,3345,37695132.0,10,Semi-Furnished,Yes,Available,,11269.097757847534,6-10 Years
P100250,Kolkata,East,Villa,4,3,2717,37123355.0,5,Furnished,No,Sold,2022-05-08,13663.362164151638,0-5 Years
P100251,Bangalore,West,Apartment,1,1,3832,20389016.0,21,Unfurnished,Yes,Sold,2021-11-09,5320.724425887265,20+ Years
P100252,Delhi,East,Villa,3,1,3063,28311744.0,13,Semi-Furnished,No,Sold,2021-11-11,9243.142017629774,11-20 Years
P100253,Mumbai,Central,Builder Floor,3,4,1335,21184973.0,2,Unknown,Yes,Sold,2023-06-18,15868.893632958801,0-5 Years
P100254,Hyderabad,East,Villa,1,1,2742,28972402.0,23,Unfurnished,No,Available,,10566.156819839533,20+ Years
P100255,Mumbai,West,Builder Floor,2,2,2088,18058296.0,16,Semi-Furnished,Yes,Sold,2021-07-20,8648.6091954023,11-20 Years
P100256,Mumbai,Central,Apartment,4,1,1898,33946591.0,3,Furnished,Yes,Sold,2022-03-16,17885.45363540569,0-5 Years
P100257,Delhi,South,Builder Floor,4,1,2239,34140664.0,7,Furnished,Yes,Sold,2023-11-13,15248.175078159893,6-10 Years
P100258,Mumbai,Central,Studio,1,2,1282,32187044.0,5,Furnished,No,Sold,2021-06-27,25106.898595943836,0-5 Years
P100259,Bangalore,North,Studio,4,2,2919,12222297.0,10,Semi-Furnished,No,Available,,4187.15210688592,6-10 Years
P100260,Bangalore,Central,Villa,5,3,1216,41877743.0,24,Unfurnished,No,Sold,2023-11-15,34438.93338815789,20+ Years
P100261,Pune,South,Apartment,3,2,3632,8011322.0,0,Unfurnished,No,Sold,2021-10-13,2205.760462555066,0-5 Years
P100262,Chennai,East,Apartment,4,1,2492,33635560.0,14,Semi-Furnished,No,Available,,13497.41573033708,11-20 Years
P100263,Kolkata,Central,Villa,4,4,3246,16857710.0,15,Furnished,No,Sold,2023-04-21,5193.379544054221,11-20 Years
P100264,Hyderabad,Central,Studio,5,1,1279,17279800.0,1,Furnished,Yes,Sold,2023-01-05,13510.398749022674,0-5 Years
P100265,Mumbai,Central,Builder Floor,2,3,1077,28406919.0,12,Semi-Furnished,No,Sold,2022-04-22,26375.969359331477,11-20 Years
P100266,Mumbai,Central,Villa,2,4,2654,4140540.0,11,Semi-Furnished,No,Sold,2023-11-28,1560.1130369253956,11-20 Years
P100267,Delhi,South,Builder Floor,5,3,1531,37715550.0,13,Furnished,No,Sold,2022-01-14,24634.58523840627,11-20 Years
P100268,Chennai,West,Builder Floor,2,1,1927,39579959.0,0,Unknown,No,Sold,2023-02-28,20539.677737415674,0-5 Years
P100269,Bangalore,West,Apartment,1,2,3383,31967775.0,10,Unfurnished,Yes,Sold,2021-02-16,9449.534436890333,6-10 Years
P100270,Hyderabad,Central,Studio,5,4,2889,14457320.0,3,Unfurnished,No,Sold,2023-01-05,5004.264451367255,0-5 Years
P100271,Pune,South,Builder Floor,3,1,3536,6105817.0,12,Semi-Furnished,No,Sold,2024-12-14,1726.758201357466,11-20 Years
P100272,Bangalore,South,Studio,3,4,2714,20364931.0,24,Furnished,No,Available,,7503.6591746499635,20+ Years
P100273,Chennai,Central,Apartment,3,3,2846,19129217.0,19,Unfurnished,Yes,Sold,2021-08-16,6721.439564300773,11-20 Years
P100274,Kolkata,North,Villa,4,1,2288,22053586.0,24,Semi-Furnished,Yes,Sold,2022-07-21,9638.80506993007,20+ Years
P100275,Pune,Central,Villa,5,4,2120,34640406.0,5,Furnished,Yes,Available,,16339.814150943395,0-5 Years
P100276,Kolkata,North,Apartment,5,1,2303,41957592.0,4,Semi-Furnished,No,Available,,18218.667824576638,0-5 Years
P100277,Delhi,Central,Apartment,2,1,623,7503042.0,3,Semi-Furnished,Yes,Sold,2022-05-21,12043.406099518459,0-5 Years
P100278,Delhi,North,Builder Floor,5,3,1064,18214038.0,12,Semi-Furnished,Yes,Sold,2024-11-30,17118.456766917294,11-20 Years
P100279,Mumbai,North,Apartment,5,3,1334,8814510.0,17,Semi-Furnished,Yes,Sold,2023-11-05,6607.578710644678,11-20 Years
P100280,Kolkata,Central,Villa,2,3,1712,17762351.0,12,Semi-Furnished,Yes,Sold,2021-01-21,10375.205023364486,11-20 Years
P100281,Chennai,North,Studio,5,2,1708,40437851.0,7,Furnished,No,Available,,23675.556791569088,6-10 Years
P100282,Hyderabad,East,Studio,5,4,1609,13461026.0,18,Unfurnished,Yes,Sold,2022-06-08,8366.08203853325,11-20 Years
P100283,Pune,West,Studio,1,3,625,8957149.0,14,Furnished,Yes,Sold,2024-04-20,14331.4384,11-20 Years
P100284,Bangalore,South,Studio,2,2,599,10067182.0,0,Unfurnished,No,Available,,16806.64774624374,0-5 Years
P100285,Chennai,North,Apartment,1,2,903,39534691.0,10,Unknown,No,Sold,2022-06-10,43781.49612403101,6-10 Years
P100286,Chennai,North,Apartment,4,4,410,16321530.0,15,Semi-Furnished,Yes,Available,,39808.60975609756,11-20 Years
P100287,Delhi,South,Studio,2,4,3356,36477389.0,9,Furnished,No,Sold,2021-04-29,10869.305423122765,6-10 Years
P100288,Kolkata,North,Apartment,5,3,3284,35286165.0,6,Furnished,Yes,Sold,2022-09-03,10744.873629719854,6-10 Years
P100289,Mumbai,South,Builder Floor,5,2,3969,41182875.0,7,Unfurnished,No,Sold,2023-07-09,10376.133786848073,6-10 Years
P100290,Mumbai,Central,Apartment,1,4,1378,20455976.0,22,Semi-Furnished,No,Sold,2022-06-21,14844.685050798258,20+ Years
P100291,Pune,East,Builder Floor,1,4,2724,29225421.0,19,Furnished,No,Sold,2021-07-13,10728.862334801763,11-20 Years
P100292,Delhi,East,Builder Floor,4,4,3474,31181966.0,15,Semi-Furnished,No,Available,,8975.810592976397,11-20 Years
P100293,Chennai,West,Apartment,4,4,3376,6022263.0,23,Semi-Furnished,No,Sold,2021-04-29,1783.8456753554503,20+ Years
P100294,Hyderabad,North,Studio,5,2,3237,20006564.0,9,Semi-Furnished,Yes,Sold,2021-08-03,6180.588198949645,6-10 Years
P100295,Delhi,West,Builder Floor,3,1,1997,21763415.0,3,Unfurnished,No,Sold,2024-02-07,10898.05458187281,0-5 Years
P100296,Pune,Central,Apartment,4,4,404,14158241.0,11,Semi-Furnished,No,Available,,35045.15099009901,11-20 Years
P100297,Pune,East,Villa,5,2,2968,42261431.0,20,Unfurnished,No,Sold,2023-09-17,14239.026617250674,11-20 Years
P100298,Delhi,Central,Studio,4,4,679,35204546.0,15,Furnished,No,Available,,51847.637702503685,11-20 Years
P100299,Pune,Central,Villa,2,2,3894,38742998.0,23,Furnished,No,Sold,2021-05-31,9949.40883410375,20+ Years
P100300,Delhi,North,Builder Floor,1,3,3419,44326739.0,17,Semi-Furnished,No,Available,,12964.8256800234,11-20 Years
P100301,Bangalore,Central,Villa,5,1,1661,42317290.0,15,Semi-Furnished,No,Sold,2024-12-06,25476.995785671283,11-20 Years
P100302,Delhi,East,Apartment,4,2,2764,3578511.0,12,Unfurnished,No,Sold,2021-12-28,1294.6856005788711,11-20 Years
P100303,Kolkata,West,Studio,1,2,526,17291014.0,15,Semi-Furnished,Yes,Sold,2022-03-13,32872.650190114065,11-20 Years
P100304,Delhi,East,Builder Floor,3,2,703,12206070.0,14,Semi-Furnished,Yes,Sold,2023-01-05,17362.830725462303,11-20 Years
P100305,Pune,North,Apartment,4,4,3196,32885053.0,7,Semi-Furnished,Yes,Sold,2023-05-07,10289.440863579473,6-10 Years
P100306,Kolkata,East,Studio,5,3,1130,9294097.0,14,Unfurnished,Yes,Available,,8224.864601769912,11-20 Years
P100307,Pune,South,Builder Floor,2,4,3649,36153064.0,20,Unfurnished,No,Available,,9907.663469443683,11-20 Years
P100308,Mumbai,West,Builder Floor,1,3,889,41480770.0,20,Semi-Furnished,Yes,Available,,46660.03374578178,11-20 Years
P100309,Mumbai,South,Builder Floor,1,1,836,10086850.0,6,Semi-Furnished,Yes,Sold,2021-11-23,12065.61004784689,6-10 Years
P100310,Kolkata,South,Builder Floor,2,4,2084,39598927.0,19,Furnished,No,Sold,2023-07-25,19001.404510556622,11-20 Years
P100311,Bangalore,North,Villa,5,2,1461,34069866.0,18,Unfurnished,Yes,Sold,2022-09-08,23319.552361396305,11-20 Years
P100312,Mumbai,Central,Villa,3,1,882,21271176.0,21,Furnished,No,Available,,24116.979591836734,20+ Years
P100313,Delhi,South,Villa,2,4,3439,36026215.0,13,Semi-Furnished,Yes,Available,,10475.782204129107,11-20 Years
P100314,Pune,East,Builder Floor,3,3,714,43786292.0,5,Semi-Furnished,Yes,Available,,61325.33893557423,0-5 Years
P100315,Mumbai,Central,Villa,5,4,1907,15697681.0,12,Semi-Furnished,Yes,Sold,2023-08-10,8231.61038280021,11-20 Years
P100316,Mumbai,East,Studio,4,4,3568,31972901.0,11,Semi-Furnished,No,Sold,2024-03-17,8961.01485426009,11-20 Years
P100317,Bangalore,East,Builder Floor,4,2,1338,18724677.0,21,Unfurnished,Yes,Available,,13994.526905829596,20+ Years
P100318,Kolkata,Central,Studio,5,2,416,19259435.0,6,Semi-Furnished,No,Available,,46296.71875,6-10 Years
P100319,Kolkata,Central,Studio,3,1,3387,15588077.0,19,Furnished,Yes,Sold,2022-01-22,4602.325656923531,11-20 Years
P100320,Chennai,East,Villa,2,2,1379,27764677.0,2,Furnished,Yes,Sold,2023-08-10,20133.920957215374,0-5 Years
P100321,Bangalore,North,Builder Floor,5,4,846,41276730.0,2,Furnished,No,Sold,2023-12-26,48790.4609929078,0-5 Years
P100322,Delhi,West,Villa,5,4,678,4998045.0,2,Unfurnished,Yes,Sold,2021-04-20,7371.7477876106195,0-5 Years
P100323,Kolkata,West,Villa,4,3,851,27238171.0,14,Furnished,Yes,Sold,2024-11-22,32007.251468860166,11-20 Years
P100324,Pune,North,Villa,2,4,3113,36650579.0,15,Unfurnished,Yes,Available,,11773.39511725024,11-20 Years
P100325,Bangalore,Central,Builder Floor,4,1,1005,17944525.0,12,Unfurnished,No,Sold,2024-04-27,17855.248756218905,11-20 Years
P100326,Mumbai,East,Builder Floor,3,1,2110,4535706.0,15,Semi-Furnished,Yes,Available,,2149.6236966824645,11-20 Years
P100327,Pune,West,Villa,3,2,2476,41877171.0,1,Unfurnished,No,Sold,2021-11-24,16913.235460420034,0-5 Years
P100328,Pune,East,Studio,1,3,1433,24455516.0,5,Unfurnished,No,Available,,17065.956734124215,0-5 Years
P100329,Mumbai,North,Studio,5,4,2211,37683294.0,16,Unfurnished,No,Sold,2022-06-26,17043.55223880597,11-20 Years
P100330,Bangalore,East,Builder Floor,2,2,2407,25463734.0,5,Semi-Furnished,No,Available,,10579.033651848775,0-5 Years
P100331,Mumbai,North,Apartment,2,4,3249,4435334.0,23,Semi-Furnished,Yes,Sold,2022-02-05,1365.1381963681133,20+ Years
P100332,Chennai,Central,Villa,4,1,500,35699693.0,21,Semi-Furnished,No,Sold,2021-09-05,71399.386,20+ Years
P100333,Pune,North,Villa,4,1,3100,10491507.0,17,Furnished,Yes,Available,,3384.3570967741935,11-20 Years
P100334,Hyderabad,North,Apartment,2,3,2534,8609974.0,22,Furnished,No,Available,,3397.7797947908443,20+ Years
P100335,Hyderabad,West,Builder Floor,4,4,869,3225041.0,11,Unfurnished,No,Sold,2021-10-13,3711.2094361334866,11-20 Years
P100336,Delhi,East,Studio,1,4,1724,7990827.0,18,Furnished,Yes,Sold,2024-11-06,4635.050464037123,11-20 Years
P100337,Kolkata,West,Builder Floor,5,1,3087,42639735.0,24,Semi-Furnished,No,Sold,2023-11-06,13812.677356656948,20+ Years
P100338,Mumbai,South,Studio,1,3,3677,39192836.0,11,Furnished,Yes,Available,,10658.916508022845,11-20 Years
P100339,Mumbai,North,Studio,3,2,2024,38704057.0,23,Semi-Furnished,No,Sold,2024-04-05,19122.557806324112,20+ Years
P100340,Delhi,South,Builder Floor,2,3,3553,9510529.0,21,Furnished,Yes,Sold,2021-02-14,2676.7602026456516,20+ Years
P100341,Delhi,West,Villa,1,2,1635,42818697.0,16,Semi-Furnished,No,Sold,2023-02-08,26188.805504587155,11-20 Years
P100342,Delhi,East,Villa,1,2,518,15979929.0,1,Unknown,No,Available,,30849.283783783783,0-5 Years
P100343,Pune,West,Villa,4,1,2283,31851287.0,13,Unfurnished,No,Available,,13951.50547525186,11-20 Years
P100344,Chennai,East,Studio,4,2,3607,34856985.0,12,Furnished,No,Sold,2022-03-23,9663.705295259218,11-20 Years
P100345,Mumbai,East,Villa,4,4,2404,16461263.0,23,Furnished,No,Sold,2021-08-05,6847.447171381032,20+ Years
P100346,Pune,Central,Studio,3,1,1187,8014232.0,5,Unfurnished,Yes,Sold,2023-05-26,6751.669755686605,0-5 Years
P100347,Delhi,North,Villa,1,3,2824,7395187.0,16,Unfurnished,Yes,Sold,2021-05-27,2618.692280453258,11-20 Years
P100348,Mumbai,West,Builder Floor,5,3,2875,32678204.0,8,Semi-Furnished,No,Sold,2023-10-07,11366.331826086956,6-10 Years
P100349,Pune,East,Apartment,4,2,3167,38424631.0,7,Unfurnished,No,Sold,2021-08-13,12132.816861383013,6-10 Years
P100350,Chennai,West,Studio,3,4,2761,5157387.0,13,Furnished,Yes,Sold,2023-01-05,1867.9416877942774,11-20 Years
P100351,Pune,West,Builder Floor,3,3,1827,42635272.0,1,Semi-Furnished,Yes,Available,,23336.218938149974,0-5 Years
P100352,Chennai,East,Studio,4,2,642,42233456.0,9,Furnished,Yes,Sold,2022-11-09,65784.19937694704,6-10 Years
P100353,Delhi,South,Studio,2,3,1384,40788137.0,20,Semi-Furnished,No,Sold,2023-07-15,29471.19725433526,11-20 Years
P100354,Chennai,North,Builder Floor,1,4,1768,22531975.0,2,Semi-Furnished,No,Sold,2023-11-17,12744.329751131221,0-5 Years
P100355,Mumbai,North,Villa,4,2,1026,19389574.0,16,Unfurnished,Yes,Available,,18898.220272904484,11-20 Years
P100356,Delhi,Central,Studio,5,4,1847,28129951.0,6,Unknown,No,Sold,2023-12-16,15230.076340010828,6-10 Years
P100357,Mumbai,Central,Apartment,1,2,415,20882104.0,24,Semi-Furnished,Yes,Sold,2021-12-04,50318.32289156626,20+ Years
P100358,Hyderabad,Central,Apartment,3,4,915,37690487.0,11,Semi-Furnished,Yes,Sold,2024-07-14,41191.78907103825,11-20 Years
P100359,Bangalore,North,Builder Floor,5,3,2713,3984952.0,6,Semi-Furnished,No,Sold,2021-01-25,1468.8359749354959,6-10 Years
P100360,Chennai,South,Apartment,1,3,3007,31888800.0,2,Semi-Furnished,No,Sold,2023-03-01,10604.855337545727,0-5 Years
P100361,Bangalore,North,Builder Floor,5,4,3182,23675058.0,5,Unfurnished,No,Available,,7440.3073538654935,0-5 Years
P100362,Bangalore,North,Builder Floor,3,3,3163,5090942.0,2,Unfurnished,No,Available,,1609.5295605437875,0-5 Years
P100363,Chennai,North,Studio,4,3,2467,37327157.0,3,Furnished,Yes,Available,,15130.58654235914,0-5 Years
P100364,Delhi,North,Builder Floor,5,2,2223,41007963.0,15,Semi-Furnished,No,Available,,18447.12685560054,11-20 Years
P100365,Hyderabad,South,Builder Floor,4,4,1227,24747146.0,14,Furnished,No,Sold,2022-03-06,20168.82314588427,11-20 Years
P100366,Mumbai,Central,Villa,3,2,410,10939742.0,0,Furnished,Yes,Sold,2021-10-08,26682.29756097561,0-5 Years
P100367,Pune,West,Studio,3,3,1443,28203123.0,1,Unfurnished,No,Sold,2023-01-05,19544.783783783783,0-5 Years
P100368,Mumbai,Central,Apartment,5,3,678,20663689.0,0,Semi-Furnished,No,Available,,30477.417404129792,0-5 Years
P100369,Pune,Central,Villa,5,1,3342,27155713.0,17,Unfurnished,No,Sold,2021-10-06,8125.587372830641,11-20 Years
P100370,Mumbai,West,Villa,3,4,732,15884843.0,3,Semi-Furnished,No,Sold,2021-12-04,21700.60519125683,0-5 Years
P100371,Chennai,North,Studio,5,4,1970,18898371.0,5,Semi-Furnished,Yes,Sold,2022-06-29,9593.081725888325,0-5 Years
P100372,Hyderabad,South,Studio,5,2,1824,36743003.0,10,Furnished,Yes,Available,,20144.19024122807,6-10 Years
P100373,Pune,South,Villa,5,4,3225,26047561.0,11,Furnished,Yes,Sold,2024-04-24,8076.763100775193,11-20 Years
P100374,Kolkata,Central,Studio,5,2,3191,41323137.0,7,Unfurnished,Yes,Sold,2021-04-16,12949.90191162645,6-10 Years
P100375,Delhi,West,Studio,1,3,2485,4865976.0,13,Unfurnished,No,Available,,1958.1392354124748,11-20 Years
P100376,Mumbai,East,Builder Floor,3,1,1373,16083902.0,9,Semi-Furnished,Yes,Sold,2024-07-23,11714.422432629279,6-10 Years
P100377,Mumbai,North,Studio,3,3,1506,16067625.0,24,Furnished,No,Sold,2024-01-21,10669.073705179282,20+ Years
P100378,Pune,Central,Builder Floor,2,2,431,37893782.0,22,Furnished,No,Sold,2024-12-26,87920.60788863109,20+ Years
P100379,Delhi,South,Villa,4,2,2439,3943816.0,3,Semi-Furnished,No,Available,,1616.980729807298,0-5 Years
P100380,Delhi,West,Villa,2,1,3525,34102890.0,14,Unfurnished,Yes,Sold,2023-05-30,9674.578723404255,11-20 Years
P100381,Chennai,West,Apartment,5,3,1136,28225592.0,15,Semi-Furnished,No,Available,,24846.471830985916,11-20 Years
P100382,Kolkata,Central,Studio,5,4,2248,4552536.0,13,Furnished,Yes,Sold,2021-10-03,2025.1494661921708,11-20 Years
P100383,Chennai,East,Villa,1,1,3066,31217086.0,14,Unfurnished,No,Available,,10181.697977821266,11-20 Years
P100384,Chennai,South,Builder Floor,1,4,3432,11273355.0,22,Semi-Furnished,Yes,Available,,3284.777097902098,20+ Years
P100385,Chennai,Central,Villa,1,3,1309,44706354.2264,16,Furnished,Yes,Available,,34153.05899648587,11-20 Years
P100386,Chennai,East,Studio,1,1,444,30298998.0,11,Unfurnished,Yes,Sold,2022-05-12,68240.98648648648,11-20 Years
P100387,Chennai,West,Apartment,1,3,3077,19488706.0,12,Semi-Furnished,Yes,Sold,2024-09-29,6333.671108222295,11-20 Years
P100388,Hyderabad,North,Apartment,1,3,693,41576627.0,13,Unfurnished,No,Sold,2021-10-13,59995.132756132756,11-20 Years
P100389,Delhi,South,Villa,1,4,3596,6397707.0,10,Semi-Furnished,Yes,Sold,2023-06-26,1779.1176307007786,6-10 Years
P100390,Chennai,South,Apartment,1,4,1971,24434664.0,10,Furnished,Yes,Available,,12397.089802130899,6-10 Years
P100391,Delhi,East,Studio,1,4,2791,8551162.0,5,Semi-Furnished,Yes,Sold,2021-04-13,3063.8344679326406,0-5 Years
P100392,Delhi,Central,Studio,3,3,3448,37053671.0,0,Semi-Furnished,No,Available,,10746.424303944315,0-5 Years
P100393,Bangalore,West,Apartment,1,2,3339,17593580.0,23,Furnished,No,Available,,5269.116501946691,20+ Years
P100394,Hyderabad,East,Builder Floor,4,3,2870,40561749.0,19,Unfurnished,Yes,Available,,14133.013588850174,11-20 Years
